,index,Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
537,647026,1110263350,2016-03-28T00:00:00,900.0,,,CA,201511.0,,PONT,PA,BR,128 AVENUE 57,11Z3,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
538,647140,1110282972,2016-03-30T00:00:00,1110.0,,,CA,201509.0,,HOND,PA,BR,ENCINO/VANOWEN,MQ16,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
539,647259,1110853015,2016-04-12T00:00:00,944.0,PR162,,CA,,,TOYO,VN,BR,1445 S ROBERTSON BL,00146,51.0,8813B,METER EXPIRED,63.0,6445380.8,1842052.1
540,647295,1110853376,2016-04-12T00:00:00,827.0,,,CA,201611.0,,FORD,VN,BR,1227 S SHERBOURNE DR,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6446724.3,1842659.0
541,647319,1111201626,2016-04-11T00:00:00,14.0,,,CA,201612.0,,ACUR,PA,BR,650 S GRAND AVE,00601,56.0,8056E1,WHITE ZONE,58.0,99999.0,99999.0
542,655128,1109828845,2016-04-09T00:00:00,850.0,,,CA,201604.0,,TOYO,PA,BR,1417 12TH AVE,7A85,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
543,655189,1110460875,2016-04-07T00:00:00,735.0,,,CA,201611.0,,FORD,SU,BR,2760 E 1ST ST,4C8,1.0,8056E4,RED ZONE,93.0,99999.0,99999.0
544,655190,1110465112,2016-04-01T00:00:00,1215.0,,,CA,201608.0,,FLEE,TL,BR,12381 NUGENT DR,01715,1.0,80691A,COMM TRAILER/22 FT.,78.0,99999.0,99999.0
545,655205,1110850344,2016-04-13T00:00:00,1012.0,,,CA,201611.0,,LEXU,PA,BR,10727 WOODBINE ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6436461.9,1831984.3
546,655237,1110850672,2016-04-13T00:00:00,831.0,,,CA,201701.0,,TOYO,PA,BR,10315 REGENT ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6439021.1,1831075.8
547,655277,1110853516,2016-04-13T00:00:00,1325.0,PM46,,CA,201511.0,,CHEV,PA,BR,3267 MOTOR AV,00146,51.0,8813B,METER EXPIRED,63.0,6437090.1,1833518.9
548,655336,1111207473,2016-04-13T00:00:00,913.0,,,CA,,,BMW,PA,BR,2641 N ROSEVIEW AV,00673,56.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
549,655351,1112698893,2016-04-05T00:00:00,50.0,,,CA,201512.0,,FORD,PA,BR,9815 LURLINE AVE,17A23,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
550,655488,1115742843,2016-04-07T00:00:00,705.0,,,CA,201603.0,,NISS,PA,BR,1611 S HOLT AVE,8A59,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
551,664472,1109356216,2016-04-07T00:00:00,935.0,,,CA,201602.0,,FORD,PA,BR,GILMORE/RHODES,15EL5,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
552,664474,1109356231,2016-04-07T00:00:00,945.0,,,CA,201512.0,,GMC,TR,BR,GILMORE/RHODES,15EL5,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
553,664492,1109815431,2016-04-14T00:00:00,350.0,,,CA,201604.0,,HOND,PA,BR,4701 ZOO DR/JFS,,36.0,000,6344,,99999.0,99999.0
554,664523,1109980325,2016-03-30T00:00:00,630.0,,,CA,201608.0,,DODG,PA,BR,131 W 40TH PL,13C4,1.0,013,22500H,68.0,99999.0,99999.0
555,664606,1112197026,2016-04-13T00:00:00,1420.0,,,CA,201702.0,,MERC,PA,BR,380 WORLD WAY U/L,2A206,2.0,8939,WHITE CURB,58.0,6439920.1,1802686.7
556,680534,1105574444,2016-04-08T00:00:00,1625.0,,,CA,201611.0,,MINI,PA,BR,ALLEY 12TH/11TH ST,5Q12,1.0,8061,STNDNG IN ALLEY,68.0,99999.0,99999.0
557,680535,1105574455,2016-04-08T00:00:00,2022.0,,,CA,201701.0,,FORD,,BR,ALLEY 387 W 13TH ST,5Q12,1.0,8061,STNDNG IN ALLEY,68.0,99999.0,99999.0
558,680678,1112116574,2016-04-15T00:00:00,1810.0,,,CA,201503.0,,ACUR,PA,BR,6221 W 96TH ST,2A207,2.0,4000A1,NO EVIDENCE OF REG,50.0,6442059.6,1803997.6
559,688947,1077694214,2016-04-07T00:00:00,820.0,,,CA,201602.0,,HOND,PA,BR,1123 E ANAHEIM ST,1L27,3.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
560,688985,1105549535,2016-04-13T00:00:00,1810.0,,,CA,201215.0,,CHEV,PA,BR,1510 S GAFFEY ST,5E6,1.0,022,225078,60.0,99999.0,99999.0
561,688987,1105574061,2016-04-13T00:00:00,1810.0,,,CA,200405.0,,CHEV,RV,BR,GRAHAM AV N/O 114TH,00018,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
562,689005,1107566736,2016-04-11T00:00:00,1205.0,,,CA,201602.0,,WNBG,RV,BR,MARLIN PL/HASKELL AV,01028,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
563,689027,1108315504,2016-04-15T00:00:00,645.0,,,CA,201512.0,,GMC,TR,BR,GILMORE/RHODES,15EL1,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
564,689039,1109082450,2016-03-27T00:00:00,1553.0,,,CA,201612.0,,HOND,,BR,11277 ORCAS AVE,,4.0,8603,PK IN PROH AREA,68.0,6450413.9,1922410.9
565,689042,1109082623,2016-03-27T00:00:00,1602.0,,,CA,201610.0,,TOYO,PA,BR,11277 ORCAS ST,,4.0,8603,PK IN PROH AREA,68.0,6450413.9,1922410.9
566,689210,1109938561,2016-04-14T00:00:00,950.0,,,CA,200715.0,,CHEV,RV,BR,96TH ST/ISIS AVE,14A67,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
567,689347,1110854080,2016-04-19T00:00:00,808.0,,,CA,201608.0,,LEXU,PA,BR,1018 S WOOSTER ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6445828.9,1844056.9
568,689368,1110854290,2016-04-19T00:00:00,1010.0,,,CA,201701.0,,HOND,PA,BR,6012 SATURN ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6449042.9,1841046.3
569,689722,1112845790,2016-03-25T00:00:00,1010.0,,,CA,201703.0,,HOND,PA,BR,CAHUENGA/DELONGPRE,Q73,1.0,5200A,DSPLYPLATE A,25.0,99999.0,99999.0
570,689763,1112848133,2016-04-07T00:00:00,930.0,,,CA,201007.0,,GMC,PA,BR,WESTERN AV/37TH ST,,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
571,697543,1110842261,2016-04-20T00:00:00,1039.0,,,CA,201605.0,,TOYO,PA,BR,10886 CHARNOCK RD,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
572,697546,1110842294,2016-04-20T00:00:00,1050.0,,,CA,201604.0,,HOND,PA,BR,3275 S OVERLAND AV,00146,51.0,8069B,NO PARKING,73.0,6436365.8,1832547.6
573,697560,1110842655,2016-04-20T00:00:00,824.0,,,VA,201612.0,,JEEP,PA,BR,3501 JASMINE AVE,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6438530.8,1832658.5
574,697574,1110843042,2016-04-20T00:00:00,859.0,,,CA,201604.0,,CHEV,PA,BR,3730 MOTOR AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6438887.4,1830663.3
575,697594,1110843241,2016-04-20T00:00:00,1033.0,,,CA,201610.0,,ACUR,PA,BR,10718 MCCUNE AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6437746.1,1829728.1
576,697606,1110851302,2016-04-20T00:00:00,1830.0,,,CA,201608.0,,BMW,PA,BR,10967 AYRES AVE,00201,51.0,8058L,PREF PARKING,68.0,6431149.6,1836492.6
577,697636,1111203310,2016-04-19T00:00:00,2344.0,,,CA,201702.0,,HOND,PA,BR,1300 BLK W 4TH ST,00611,56.0,8056E4,RED ZONE,93.0,99999.0,99999.0
578,697666,1111205001,2016-04-20T00:00:00,822.0,,,CA,201701.0,,FORD,SU,BR,A/F 3314 N LOOSMORE,00673,56.0,8056E1,WHITE ZONE,58.0,99999.0,99999.0
579,697834,1113991583,2016-04-20T00:00:00,1609.0,,,CA,201604.0,,MITS,PA,BR,10924 W PICO BLVD,00201,51.0,8070,PARK IN GRID LOCK ZN,163.0,6431289.8,1836938.8
580,697863,1114092873,2016-04-20T00:00:00,1424.0,,,CA,201609.0,,INFI,PA,BR,4211 W OAKWOOD AV,3RD,54.0,8069B,NO PARKING,73.0,6471292.6,1850778.7
581,707514,1067718234,2016-04-17T00:00:00,320.0,,,CA,201702.0,,MBNZ,PA,BR,SELMA/HAYWORTH,6A31,1.0,031,22523A,143.0,99999.0,99999.0
582,707544,1106394800,2016-04-18T00:00:00,1400.0,,,CA,201503.0,,TOYO,PA,BR,1308 DE NEVE LN,00448,1.0,4000A1,NO EVIDENCE OF REG,50.0,6502097.8,1843139.5
583,707591,1110066355,2016-04-17T00:00:00,1100.0,,,CA,201509.0,,HOND,PA,BR,3RD AVE S/O 18TH,7A73,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
584,707701,1110842832,2016-04-21T00:00:00,850.0,,,CA,201610.0,,MERZ,PA,BR,10410 REGENT ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
585,707748,1110845632,2016-04-21T00:00:00,1026.0,,,CA,201610.0,,FORD,PA,BR,10725 WESTMINSTER AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6436952.4,1831244.4
586,707750,1110845654,2016-04-21T00:00:00,1030.0,,,CA,201606.0,,TOYO,PA,BR,3505 GLENDON AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6436276.2,1831130.8
587,707754,1110845691,2016-04-21T00:00:00,1038.0,,,CA,201609.0,,HOND,PA,BR,10746 FRANCIS PL,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6437340.1,1830420.5
588,707775,1111205222,2016-04-21T00:00:00,816.0,,,CA,201608.0,,FORD,SU,BR,3416 N MERCED ST,00673,56.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
589,707808,1112137316,2016-04-14T00:00:00,841.0,,,CA,201701.0,,HYUN,PA,BR,700 W WAY U/L,2C172,2.0,8939,WHITE CURB,58.0,99999.0,99999.0
590,707915,1112197634,2016-04-12T00:00:00,2125.0,,,CA,201512.0,,LEXU,PA,BR,601 W/W 3B,00024,2.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
591,707986,1112214014,2016-04-12T00:00:00,935.0,,,CA,201608.0,,SATU,PA,BR,100 WORLD WAY U/L,2C113,2.0,8939,WHITE CURB,58.0,6440041.1,1802686.2
592,708006,1112769770,2016-04-21T00:00:00,814.0,,,CA,201703.0,,KIA,PA,BR,800 N LAFAYETTE PK,00445,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
593,716017,1109886282,2016-04-18T00:00:00,1715.0,,,CA,201605.0,,,PA,BR,WESTMINSTER AVE/SPEE,,1.0,8056E4,RED ZONE,93.0,99999.0,99999.0
594,716025,1110198994,2016-04-18T00:00:00,840.0,,,CA,201608.0,,KIA,PA,BR,EDWARD HORTON LN,10A17,1.0,8049,WRG SD/NOT PRL,63.0,99999.0,99999.0
595,716033,1110202531,2016-04-19T00:00:00,840.0,,,CA,201507.0,,FORD,SU,BR,BULLOCK ST/JELLICO,10A17,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
596,716105,1110605425,2016-04-23T00:00:00,1307.0,WU879,,CA,201701.0,,HOND,PA,BR,APX 950 S BEACON AV,00601,56.0,8813B,METER EXPIRED,63.0,99999.0,99999.0
597,716181,1110844884,2016-04-23T00:00:00,1120.0,PM237,,CA,201609.0,,HOND,PA,BR,3773 MOTOR,00146,51.0,8813B,METER EXPIRED,63.0,99999.0,99999.0
598,716189,1110844965,2016-04-23T00:00:00,1410.0,PW308,,CA,201609.0,,HOND,PA,BR,10584 W PICO BL,00146,51.0,8813B,METER EXPIRED,63.0,6433918.3,1838529.5
599,716291,1111203973,2016-04-23T00:00:00,338.0,,,NC,201603.0,,INFI,SU,BR,100 BLK W OLYMPIC BL,00601,56.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
600,716318,1112600204,2016-04-21T00:00:00,510.0,,,CA,201412.0,,CADI,PA,BR,A/F 7225 S SAN PEDRO,,55.0,8056E4,RED ZONE,93.0,99999.0,99999.0
601,716321,1112600230,2016-04-21T00:00:00,536.0,,,CA,201612.0,,,PA,BR,7926 S SAN PEDRO ST,,55.0,8056E4,RED ZONE,93.0,99999.0,99999.0
602,716414,1112771590,2016-04-24T00:00:00,1144.0,HO485A,,CA,,,HYUN,,BR,6363 YUCCA ST,00474,54.0,8813B,METER EXPIRED,63.0,6462146.9,1860384.4
603,716496,1112942622,2016-04-15T00:00:00,1830.0,4091,,CA,201509.0,,FORD,SU,BR,17TH ST/MAIN,1FB94,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
604,724911,1110845186,2016-04-25T00:00:00,844.0,,,CA,201606.0,,TOYO,PA,BR,1120 1/2 S CORNING,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
605,725127,1112773513,2016-04-25T00:00:00,1654.0,VS324,,CA,201701.0,,CHEV,PA,BR,1400 N KENMORE AVE,00461,54.0,8813B,METER EXPIRED,63.0,6471685.5,1857727.6
606,733113,1109448071,2016-04-24T00:00:00,1432.0,,,CA,201611.0,,TOYO,TR,BR,5333 ZOO DR/NO LOT,,36.0,6344K7,PK OUTSD PK STL,58.0,99999.0,99999.0
607,733268,1110848922,2016-04-26T00:00:00,1219.0,,,CA,201612.0,,FIAT,PA,BR,1115 S OAKHURST DR,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6443306.8,1843355.7
608,733270,1110848944,2016-04-26T00:00:00,1221.0,,,CA,201703.0,,AUDI,PA,BR,1106 S DOHENY DR,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6443580.7,1843319.5
609,733298,1110849670,2016-04-26T00:00:00,835.0,,,CA,201611.0,,BMW,PA,BR,1137 S CORNING ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6447377.0,1843237.0
610,741008,1107694210,2016-04-25T00:00:00,20.0,,,CA,201603.0,,MBNZ,PA,BR,1253 BISHOPS RD,1A2,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
611,741047,1109497395,2016-04-23T00:00:00,1200.0,,,CA,201611.0,,JEEP,4W,BR,BONNIE BRAE/MIRAMAR,2SL56,1.0,80732,EXCEED 72 HOURS,68.0,99999.0,99999.0
612,741048,1109497406,2016-04-23T00:00:00,1200.0,,,CA,201701.0,,VOLK,PA,BR,BONNIE BRAE/MIRAMAR,2SL56,1.0,80732,EXCEED 72 HOURS,68.0,99999.0,99999.0
613,741108,1110605720,2016-04-27T00:00:00,806.0,,,OH,201605.0,,BUIC,PA,BR,3311 N PEPPER AV,00673,56.0,8069BS,NO PARK/STREET CLEAN,73.0,6494141.4,1855579.3
614,741143,1110606070,2016-04-27T00:00:00,1128.0,,,CA,201608.0,,CHEV,,BR,APX 111 N AV 53,00673,56.0,8056E1,WHITE ZONE,58.0,99999.0,99999.0
615,741236,1111375915,2016-04-27T00:00:00,1302.0,,,CA,,,FRHT,VN,BR,706 S HILL ST,00657,56.0,8056E4,RED ZONE,93.0,99999.0,99999.0
616,741237,1111375926,2016-04-27T00:00:00,1306.0,,,CA,,,FRHT,VN,BR,631 S HILL ST,00657,56.0,8056E4,RED ZONE,93.0,99999.0,99999.0
617,741295,1112774655,2016-04-27T00:00:00,1200.0,,,CA,201611.0,,HOND,PA,BR,3827 W 7TH ST,00451,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
618,741386,1114212945,2016-04-27T00:00:00,825.0,,,CA,,,HOND,PA,BR,5500 BARTON AVE,00443,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6467204.6,1854402.7
619,750937,1103972575,2016-04-12T00:00:00,1550.0,,,CA,201608.0,,HOND,PA,BR,8025 S MAIN ST,MQ,1.0,225078A,HANDICAP/NO DP ID,363.0,6478616.5,1810189.4
620,750938,1103972586,2016-04-12T00:00:00,1550.0,,,CA,201608.0,,HOND,PA,BR,8025 S MAIN ST,MQ,1.0,570,2251157B,363.0,6478616.5,1810189.4
621,751038,1109343174,2016-04-05T00:00:00,1835.0,,,CA,201702.0,,KIA,SU,BR,8567 S BROADWAY,MQ,1.0,225078A,HANDICAP/NO DP ID,363.0,6477279.4,1808105.7
622,751048,1109343270,2016-04-10T00:00:00,1520.0,,,CA,201605.0,,FORD,TR,BR,195 W MANCHESTER AV,MQ,1.0,225078C1,HANDICAP/ON LINE,363.0,6477982.8,1807971.5
623,751060,1109343406,2016-04-11T00:00:00,1440.0,,,CA,201702.0,,CHEV,SU,BR,9914 S BROADWAY,MQ,1.0,225078A,HANDICAP/NO DP ID,363.0,6477303.4,1802966.2
624,751061,1109343410,2016-04-11T00:00:00,1440.0,,,CA,201702.0,,CHEV,SU,BR,9914 S BROADWAY,MQ,1.0,570,2251157B,363.0,6477303.4,1802966.2
625,751110,1109347013,2016-03-27T00:00:00,1735.0,,,CA,201701.0,,HOND,SU,BR,1560 W KING BL,MQ,1.0,225078A,HANDICAP/NO DP ID,363.0,99999.0,99999.0
626,751117,1109347083,2016-03-29T00:00:00,1535.0,,,CA,201610.0,,HOND,PA,BR,519 W MANCHESTER AV,MQ,1.0,225078C1,HANDICAP/ON LINE,363.0,6475809.7,1807974.2
627,751119,1109347105,2016-03-29T00:00:00,1630.0,,,CA,201604.0,,CHEV,SU,BR,200 W MANCHESTER AV,MQ,1.0,225078A,HANDICAP/NO DP ID,363.0,99999.0,99999.0
628,751149,1109348925,2016-04-08T00:00:00,1906.0,,,CA,201607.0,,FORD,PA,BR,1560 KING BLVD,25QL6,1.0,225078A,HANDICAP/NO DP ID,363.0,99999.0,99999.0
629,751240,1110608166,2016-04-28T00:00:00,524.0,,,CA,201608.0,,CHEV,,BR,1400 BLK N NAUD,00611,56.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
630,751457,1112170345,2016-04-24T00:00:00,1845.0,,,CA,201509.0,,NISS,PA,BR,7610 WOODLEY AVE,2C12,11.0,5204A,EXPIRED TAGS,25.0,6415432.1,1898663.3
631,751565,1112214773,2016-04-27T00:00:00,821.0,,,CA,201605.0,,HOND,PA,BR,700 WORLD WAY U/L,2C132,2.0,8939,WHITE CURB,58.0,6439781.9,1802687.3
632,751658,1115847375,2016-04-25T00:00:00,130.0,,,CA,201603.0,,CHEV,PA,BR,INDUSTRIAL E/O CENTR,00158,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
633,759667,1112599165,2016-05-01T00:00:00,425.0,,,CA,201606.0,,NISS,TR,BR,A/P 1700 SAWTELLE BL,,59.0,8069A,NO STOPPING/STANDING,93.0,99999.0,99999.0
634,759692,1112769910,2016-04-30T00:00:00,816.0,,,CA,201602.0,,PONT,PA,BR,5401 LEMON GROVE AVE,00443,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6467611.9,1854070.5
635,759695,1112769943,2016-04-30T00:00:00,818.0,,,CA,201602.0,,PONT,PA,BR,5401 LEMON GROVE AVE,00443,54.0,099,5204,25.0,6467611.9,1854070.5
636,759806,1114113011,2016-04-24T00:00:00,300.0,,,CA,201602.0,,IMPA,PA,BR,1343 CURSON,6A31,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
637,768236,1109953924,2016-04-23T00:00:00,210.0,,,CA,201507.0,,CHEV,UT,BR,BLEDSOE ST/210 FWY,19Z3,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
638,768243,1110846100,2016-05-02T00:00:00,810.0,,,FL,201608.0,,KIA,PA,BR,1139 S BEDFORD ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6446435.8,1843183.5
639,768247,1110846144,2016-05-02T00:00:00,819.0,,,CA,201611.0,,LEXU,PA,BR,1200 S SHERBOURNE DR,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6446732.1,1842810.1
640,768300,1110915761,2016-05-02T00:00:00,1242.0,PR248,,CA,201606.0,,TOYO,VN,BR,9091 W PICO BL,00146,51.0,8813B,METER EXPIRED,63.0,99999.0,99999.0
641,768318,1110916155,2016-05-02T00:00:00,1207.0,,,CA,201608.0,,TOYO,PA,BR,1108 S ELM DR,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6442055.4,1843338.6
642,768323,1110916203,2016-05-02T00:00:00,1219.0,,,CA,201705.0,,HOND,PA,BR,8800 WHITWORTH DR,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6445456.6,1843383.4
643,768367,1112160276,2016-05-01T00:00:00,810.0,,,CA,201510.0,,WINN,RV,BR,LA CIENEGA/94TH ST,1L208,2.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
644,768398,1112196326,2016-04-30T00:00:00,755.0,,,CA,201610.0,,DODG,TR,BR,600 WORLD WAY U/L,2C172,2.0,8939,WHITE CURB,58.0,6439825.1,1802687.1
645,768399,1112197030,2016-05-02T00:00:00,1735.0,,,CA,201510.0,,TOYO,PA,BR,JENNY/WESTCHESTER PK,5D83,2.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
646,768436,1112213034,2016-04-20T00:00:00,1005.0,,,CA,201703.0,,TOYO,PA,BR,400 WORLD,2C144,2.0,8939,WHITE CURB,58.0,99999.0,99999.0
647,768447,1112217562,2016-04-28T00:00:00,2145.0,,,CA,201610.0,,TOYO,PA,BR,6221 W 96TH A30,3F12,2.0,8940,PARKING AREA,58.0,99999.0,99999.0
648,768516,1112760832,2016-05-02T00:00:00,839.0,WW2129,,CA,201603.0,,HOND,PA,BR,3800 W WILSHIRE BLVD,WIL,54.0,8070,PARK IN GRID LOCK ZN,163.0,99999.0,99999.0
649,768713,1114242275,2016-04-26T00:00:00,2230.0,,,CA,201506.0,,FIAT,PA,BR,919 OXFORD,RD067,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
650,776916,1105676176,2016-04-18T00:00:00,1520.0,,,CA,201608.0,,HOND,PA,BR,GRAND S/O 27TH ST,01331,1.0,8056E4,RED ZONE,93.0,99999.0,99999.0
651,776980,1109061564,2016-04-25T00:00:00,1545.0,901,,CA,201612.0,,BMW,PA,BR,9TH/LOS ANGELES,13TL5,1.0,8813B,METER EXPIRED,63.0,99999.0,99999.0
652,776981,1109061575,2016-04-25T00:00:00,345.0,901,,CA,201612.0,,BMW,PA,BR,9TH/LOS ANGELES,13TL5,1.0,569,2251157A,363.0,99999.0,99999.0
653,776993,1109062566,2016-04-17T00:00:00,1730.0,,,CA,201304.0,,TOYO,PA,BR,BROADWAY/41ST PL,,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
654,777049,1110254412,2016-04-27T00:00:00,1240.0,,,CA,200907.0,,TOYO,PA,BR,AVE 33/MARGUERITE,11EL1,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
655,777088,1110905401,2016-05-03T00:00:00,1217.0,,,CA,201608.0,,TOYO,PA,BR,1138 CARDIFF AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
656,777110,1110915816,2016-05-03T00:00:00,812.0,,,CA,201703.0,,DODG,VN,BR,1208 S WOOSTER ST,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6445787.2,1842878.4
657,777174,1112761705,2016-05-03T00:00:00,1231.0,,,CA,201610.0,,FORD,PA,BR,6501 WILLOUGHBY AVE,00443,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6460479.4,1854248.5
658,777253,1113003021,2016-04-23T00:00:00,1140.0,,,CA,201607.0,,NISS,PA,BR,51ST ST W/O HOLMES,13A93,1.0,013,22500H,68.0,99999.0,99999.0
659,777301,1117173120,2016-04-17T00:00:00,1335.0,,,CA,201609.0,,VOLK,PA,BR,BERTH 78 PARKING LOT,M71,3.0,225078C2,HANDICAP/CROSS HATCH,363.0,99999.0,99999.0
660,786369,1109200444,2016-04-17T00:00:00,954.0,,,CA,201608.0,,HOND,PA,BR,W OBSERVATORY RD/GRI,,4.0,024,22514,68.0,99999.0,99999.0
661,786428,1109201870,2016-04-17T00:00:00,1114.0,,,CA,201702.0,,HOND,PA,BR,WESTERN CYN RD/W OBS,,4.0,024,22514,68.0,99999.0,99999.0
662,786481,1109857044,2016-04-29T00:00:00,2230.0,,,CA,201611.0,,HYUN,PA,BR,PACIFIC AVE/WASHINGT,14FB1,1.0,8069B,NO PARKING,73.0,99999.0,99999.0
663,786508,1109890950,2016-05-01T00:00:00,826.0,,,CA,201511.0,,BUIC,PA,BR,WESTMINSTER W/O PACI,14FB7,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
664,786644,1110609581,2016-05-04T00:00:00,905.0,,,CA,201703.0,,TOYO,PA,BR,1946 W AVE 30,00675,56.0,8069BS,NO PARK/STREET CLEAN,73.0,6490476.7,1859657.3
665,786648,1110609625,2016-05-04T00:00:00,918.0,,,CA,201701.0,,NISS,TR,BR,2620 N THORPE AV,00673,56.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
666,786737,1110905714,2016-05-04T00:00:00,849.0,,,CA,201605.0,,NISS,PA,BR,3657 MENTONE AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6438192.5,1831028.8
667,796856,1109825802,2016-05-03T00:00:00,2004.0,,,CA,201701.0,,CHEV,PA,BR,6660 ESPLANADE,,36.0,8603,PK IN PROH AREA,68.0,6425224.1,1808248.9
668,796909,1110286844,2016-04-15T00:00:00,1632.0,,,CA,200617.0,,BMW,,BR,11TH W/O GRAND,1U2,1.0,8069B,NO PARKING,73.0,99999.0,99999.0
669,796962,1110904900,2016-05-05T00:00:00,827.0,,,CA,201703.0,,SATU,PA,BR,3532 JASMINE AV,00146,51.0,8069BS,NO PARK/STREET CLEAN,73.0,6438645.6,1832478.1
670,796971,1110905003,2016-05-05T00:00:00,1305.0,PR171,,CA,,,LEXU,PA,BR,1490 S ROBERTSON BL,00146,51.0,8813B,METER EXPIRED,63.0,6445332.5,1841671.9
671,797038,1112214095,2016-05-02T00:00:00,806.0,,,CA,201606.0,,,,BR,700 WORLD WAY U/L,2C136,2.0,8936,RED CURB,93.0,6439781.9,1802687.3
672,797046,1112217676,2016-05-06T00:00:00,545.0,,,CA,201701.0,,CHEV,PA,BR,6221 W 96TH 31A,3F22,2.0,8940,PARKING AREA,58.0,6442059.6,1803997.6
673,797097,1112763072,2016-05-05T00:00:00,845.0,SG207A,,CA,201608.0,,HYUN,PA,BR,7950 W SUNSET BL,WIL,54.0,8070,PARK IN GRID LOCK ZN,163.0,6451992.3,1858259.6
674,797145,1112947544,2016-04-26T00:00:00,2255.0,,,CA,201511.0,,CHEV,SU,BR,1300 S FIGUEROA,00001,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
675,797222,1115838824,2016-04-30T00:00:00,1900.0,,,CA,201601.0,,TOYO,PA,BR,1361 FLOWER ST,1FB96,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
